case_uid,target,tool,priority,priority_reason,case_kind,status_label,run_dir,run_id,mode,input_bc,input_ll,raw_artifact,raw_row_or_line,reported_file,reported_line,reported_column,location_validity,source_region,project_source_only,header_context,ir_function,ir_instruction,ir_line,ir_snippet,source_snippet,message,root_cause_hint,confidence,needs_manual_review,manual_verdict,evidence_files,notes
phasar.lepton.O2g.000189,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2650,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/vector.tcc,605,,missing_file,system_header,0,system_header,_ZNSt6vectorIhSaIhEE14_M_fill_insertEN9__gnu_cxx17__normal_iteratorIPhS1_EEmRKh,,2659,"%145 = load ptr, ptr %23, align 8, !dbg !55793, !psr.id !55794 | ID: 15070",,"Phasar IFDS-Uninitialized use; variables=__new_finish; reported_source=(__pos, __old_finish, __new_finish, _M_get_Tp_allocator());",debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000190,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2662,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/vector.tcc,624,,missing_file,system_header,0,system_header,_ZNSt6vectorIhSaIhEE14_M_fill_insertEN9__gnu_cxx17__normal_iteratorIPhS1_EEmRKh,,2671,"%164 = load ptr, ptr %23, align 8, !dbg !55846, !psr.id !55847 | ID: 15099",,Phasar IFDS-Uninitialized use; variables=__new_finish; reported_source=this->_M_impl._M_finish = __new_finish;,debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000191,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2674,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/vector.tcc,625,,missing_file,system_header,0,system_header,_ZNSt6vectorIhSaIhEE14_M_fill_insertEN9__gnu_cxx17__normal_iteratorIPhS1_EEmRKh,,2683,"%168 = load i64, ptr %20, align 8, !dbg !55856, !psr.id !55857 | ID: 15104",,Phasar IFDS-Uninitialized use; variables=__len; reported_source=this->_M_impl._M_end_of_storage = __new_start + __len;,debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000192,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2686,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/stl_uninitialized.h,373,,missing_file,system_header,0,system_header,_ZSt22__uninitialized_copy_aISt13move_iteratorIPhES1_hET0_T_S4_S3_RSaIT1_E,,2695,"%13 = load ptr, ptr %7, align 8, !dbg !56212, !psr.id !56213 | ID: 15301",,"Phasar IFDS-Uninitialized use; variables=__result; reported_source=return std::uninitialized_copy(__first, __last, __result);",debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000193,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2698,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/stl_uninitialized.h,185,,missing_file,system_header,0,system_header,_ZSt18uninitialized_copyISt13move_iteratorIPhES1_ET0_T_S4_S3_,,2707,"%13 = load ptr, ptr %6, align 8, !dbg !56259, !psr.id !56260 | ID: 15329",,"Phasar IFDS-Uninitialized use; variables=__result; reported_source=__uninit_copy(__first, __last, __result);",debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000194,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2710,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/stl_uninitialized.h,147,,missing_file,system_header,0,system_header,_ZNSt20__uninitialized_copyILb1EE13__uninit_copyISt13move_iteratorIPhES3_EET0_T_S6_S5_,,2719,"%11 = load ptr, ptr %6, align 8, !dbg !56297, !psr.id !56298 | ID: 15351",,"Phasar IFDS-Uninitialized use; variables=__result; reported_source={ return std::copy(__first, __last, __result); }",debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000195,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2722,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/stl_algobase.h,633,,missing_file,system_header,0,system_header,_ZSt4copyISt13move_iteratorIPhES1_ET0_T_S4_S3_,,2731,"%17 = load ptr, ptr %6, align 8, !dbg !56341, !psr.id !56342 | ID: 15379",,"Phasar IFDS-Uninitialized use; variables=__result; reported_source=(std::__miter_base(__first), std::__miter_base(__last), __result);",debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000196,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2734,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/stl_algobase.h,543,,missing_file,system_header,0,system_header,_ZSt13__copy_move_aILb1EPhS0_ET1_T0_S2_S1_,,2743,"%11 = load ptr, ptr %6, align 8, !dbg !56386, !psr.id !56387 | ID: 15402",,Phasar IFDS-Uninitialized use; variables=__result; reported_source=std::__niter_base(__result)));,debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000197,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2746,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/stl_algobase.h,533,,missing_file,system_header,0,system_header,_ZSt14__copy_move_a1ILb1EPhS0_ET1_T0_S2_S1_,,2755,"%9 = load ptr, ptr %6, align 8, !dbg !56416, !psr.id !56417 | ID: 15418",,"Phasar IFDS-Uninitialized use; variables=__result; reported_source={ return std::__copy_move_a2<_IsMove>(__first, __last, __result); }",debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000198,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2758,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/stl_algobase.h,506,,missing_file,system_header,0,system_header,_ZSt14__copy_move_a2ILb1EPhS0_ET1_T0_S2_S1_,,2767,"%9 = load ptr, ptr %6, align 8, !dbg !56442, !psr.id !56443 | ID: 15432",,"Phasar IFDS-Uninitialized use; variables=__result; reported_source=_Category>::__copy_m(__first, __last, __result);",debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000199,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2770,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/stl_algobase.h,437,,missing_file,system_header,0,system_header,_ZNSt11__copy_moveILb1ELb1ESt26random_access_iterator_tagE8__copy_mIhhEEPT0_PT_S6_S4_,,2779,"%16 = load ptr, ptr %6, align 8, !dbg !56486, !psr.id !56487 | ID: 15455",,"Phasar IFDS-Uninitialized use; variables=__result; reported_source=__builtin_memmove(__result, __first, sizeof(_Tp) * _Num);",debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000200,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2782,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/stl_algobase.h,440,,missing_file,system_header,0,system_header,_ZNSt11__copy_moveILb1ELb1ESt26random_access_iterator_tagE8__copy_mIhhEEPT0_PT_S6_S4_,,2791,"%24 = load ptr, ptr %6, align 8, !dbg !56504, !psr.id !56505 | ID: 15464",,"Phasar IFDS-Uninitialized use; variables=__result; reported_source=__assign_one(__result, __first);",debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000201,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2794,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/stl_algobase.h,441,,missing_file,system_header,0,system_header,_ZNSt11__copy_moveILb1ELb1ESt26random_access_iterator_tagE8__copy_mIhhEEPT0_PT_S6_S4_,,2803,"%28 = load ptr, ptr %6, align 8, !dbg !56512, !psr.id !56513 | ID: 15469",,Phasar IFDS-Uninitialized use; variables=__result; reported_source=return __result + _Num;,debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000202,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2806,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/stl_uninitialized.h,327,,missing_file,system_header,0,system_header,_ZSt20uninitialized_fill_nIPhmhET_S1_T0_RKT1_,,2815,"%9 = load i64, ptr %5, align 8, !dbg !56564, !psr.id !56565 | ID: 15497",,"Phasar IFDS-Uninitialized use; variables=__n; reported_source=__uninit_fill_n(__first, __n, __x);",debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
phasar.lepton.O2g.000203,lepton,phasar,P2,ExternalOrUnresolvedSource,RunOrLocationWeakEvidence,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026,lepton_O2_g-Mon-Mar-16-10:10:01-2026,ifds-uninit,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt,2818,/usr/bin/../lib/gcc/x86_64-linux-gnu/13/../../../../include/c++/13/bits/stl_uninitialized.h,294,,missing_file,system_header,0,system_header,_ZNSt22__uninitialized_fill_nILb1EE15__uninit_fill_nIPhmhEET_S3_T0_RKT1_,,2827,"%8 = load i64, ptr %5, align 8, !dbg !56592, !psr.id !56593 | ID: 15511",,"Phasar IFDS-Uninitialized use; variables=__n; reported_source={ return std::fill_n(__first, __n, __x); }",debug_location_or_source_attribution_drift_candidate,0.50,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/runs/ifds-uninit/lepton_O2_g-Mon-Mar-16-10:10:01-2026/psr-report.txt;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/phasar/phasar-O2-g/log/summary.csv,Generated by re-parsing psr-report.txt; source_resolution=direct_or_container_remap; exact source line was revalidated against the resolved source tree.
