target,priority_reason,reported_file,reported_line,reported_column,location_validity,source_region,example_case_uid,example_raw_artifact,example_raw_row_or_line,ir_snippet,source_snippet,validation_status
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/include/flatbuffers/buffer.h,0,,line_zero,project_header,cclyzerpp.flatbuffers.O2g.001903,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.var_points_to:473418:8e6e5115336b89069635d943a765cb3ded6fc749,"call void @llvm.dbg.value(metadata i32 0, metadata !275305, metadata !DIExpression()), !dbg !275539",,ok
flatbuffers,LineOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/namer.h,36,10,line_out_of_range,project_header,cclyzerpp.flatbuffers.O2g.001978,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.var_points_to:488570:80d225f9cad697a207585ddbafd731eb55fd97a2,"br label %324, !dbg !722846",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/include/flatbuffers/file_manager.h,0,,line_zero,project_header,cclyzerpp.flatbuffers.O2g.005907,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:4:2f31545b53dd8170061386b4517fbeac9036fec2,"call void @llvm.dbg.value(metadata %""class.flatbuffers::RealFileSaver""* %0, metadata !100133, metadata !DIExpression()), !dbg !100135",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/file_name_manager.cpp,0,,line_zero,project_source,cclyzerpp.flatbuffers.O2g.005915,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:12:b1933f00bc49aec094d753adda849ca912d31623,"call void @llvm.dbg.value(metadata %""class.flatbuffers::FileNameSaver""* %0, metadata !100869, metadata !DIExpression()), !dbg !100876",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/include/flatbuffers/base.h,0,,line_zero,project_header,cclyzerpp.flatbuffers.O2g.012846,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:6943:045da527d5ea4efdade8495ac5477878bf72ba10,"call void @llvm.dbg.value(metadata i64 %83, metadata !115312, metadata !DIExpression()), !dbg !115318",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/include/flatbuffers/hash.h,0,,line_zero,project_header,cclyzerpp.flatbuffers.O2g.018607,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:12704:635e15d8765cf31d95b89375cab14c4a1f1554f1,"call void @llvm.dbg.value(metadata i8* %0, metadata !126948, metadata !DIExpression()), !dbg !126952",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/include/flatbuffers/default_allocator.h,0,,line_zero,project_header,cclyzerpp.flatbuffers.O2g.032987,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:27622:c18f29271a51647adb5df9228fb656e0fb8320b7,"call void @llvm.dbg.value(metadata %""class.flatbuffers::FileSaver""* %30, metadata !154465, metadata !DIExpression()), !dbg !154475",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/include/flatbuffers/allocator.h,0,,line_zero,project_header,cclyzerpp.flatbuffers.O2g.032993,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:27628:6ead3eba58ae8259319b60069f793235053c8ee2,"call void @llvm.dbg.value(metadata %""class.flatbuffers::RealFileSaver""* undef, metadata !154478, metadata !DIExpression()), !dbg !154487",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/include/flatbuffers/string.h,0,,line_zero,project_header,cclyzerpp.flatbuffers.O2g.076486,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:72778:c9f964d2dbfc2a52f1ab546337ec664c5585d582,"call void @llvm.dbg.value(metadata i8* %66, metadata !170348, metadata !DIExpression()), !dbg !245974",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/include/flatbuffers/verifier.h,0,,line_zero,project_header,cclyzerpp.flatbuffers.O2g.091453,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:87745:7be8909bdefeb50f8710aac44d9093262640aa86,"call void @llvm.dbg.value(metadata %""class.flatbuffers::VerifierTemplate""* %4, metadata !271296, metadata !DIExpression()), !dbg !271305",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_gen_text.cpp,0,,line_zero,project_source,cclyzerpp.flatbuffers.O2g.099485,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:95777:0d2e60bda91dd0738c45c77d6685769da4ebba23,"call void @llvm.dbg.value(metadata %""class.flatbuffers::(anonymous namespace)::TextCodeGenerator""* %3, metadata !309941, metadata !DIExpression()), !dbg !309947",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/include/flatbuffers/code_generator.h,0,,line_zero,project_header,cclyzerpp.flatbuffers.O2g.099486,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:95778:db3b620fd9ca1fd2c8f900bc8c2f8574d0add2cb,"call void @llvm.dbg.value(metadata %""class.flatbuffers::(anonymous namespace)::TextCodeGenerator""* %3, metadata !309949, metadata !DIExpression()), !dbg !309952",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/reflection.cpp,0,,line_zero,project_source,cclyzerpp.flatbuffers.O2g.099532,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:95824:c2cff84b3f7d0883d1943bea856b2c6e41b9aa88,"call void @llvm.dbg.value(metadata %""struct.reflection::Service""* %0, metadata !313358, metadata !DIExpression()), !dbg !313369",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_gen_binary.cpp,0,,line_zero,project_source,cclyzerpp.flatbuffers.O2g.102294,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:98586:f19032da1670684473996912f533a1591dd66366,"call void @llvm.dbg.value(metadata %""class.flatbuffers::(anonymous namespace)::TextCodeGenerator""* %3, metadata !331759, metadata !DIExpression()), !dbg !331765",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_gen_cpp.cpp,0,,line_zero,project_source,cclyzerpp.flatbuffers.O2g.102340,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:98632:e8ed5e5c1cdafc9898fabb2ce3e580b69b852f6f,"call void @llvm.dbg.value(metadata %""class.flatbuffers::(anonymous namespace)::TextCodeGenerator""* %3, metadata !333819, metadata !DIExpression()), !dbg !333825",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/include/flatbuffers/code_generators.h,0,,line_zero,project_header,cclyzerpp.flatbuffers.O2g.102443,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:98735:58590167cc9fcd5ccfd64920dfe1f7db1a84d45e,"call void @llvm.dbg.value(metadata %""class.flatbuffers::TypedFloatConstantGenerator""* %0, metadata !335786, metadata !DIExpression()), !dbg !544257",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_gen_csharp.cpp,0,,line_zero,project_source,cclyzerpp.flatbuffers.O2g.102570,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:98862:c475873ccc2252e6e18817faaa96ac807238464e,"call void @llvm.dbg.value(metadata %""class.flatbuffers::(anonymous namespace)::TextCodeGenerator""* %3, metadata !544770, metadata !DIExpression()), !dbg !544776",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_gen_dart.cpp,0,,line_zero,project_source,cclyzerpp.flatbuffers.O2g.102636,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:98928:c28408f9ae070870ec18142143fa650688b26af6,"call void @llvm.dbg.value(metadata %""class.flatbuffers::(anonymous namespace)::TextCodeGenerator""* %3, metadata !663609, metadata !DIExpression()), !dbg !663615",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/namer.h,0,,line_zero,project_header,cclyzerpp.flatbuffers.O2g.102682,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:98974:f02954eb0ca035340418976961686648860e6332,"call void @llvm.dbg.value(metadata %""struct.flatbuffers::Namer::Config""* %0, metadata !668341, metadata !DIExpression()), !dbg !668343",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_gen_kotlin.cpp,0,,line_zero,project_source,cclyzerpp.flatbuffers.O2g.103428,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:99720:176548e75b00c57d3092483a7aca619c4f2b2acf,"call void @llvm.dbg.value(metadata %""class.flatbuffers::(anonymous namespace)::TextCodeGenerator""* %3, metadata !724105, metadata !DIExpression()), !dbg !724111",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_gen_kotlin_kmp.cpp,0,,line_zero,project_source,cclyzerpp.flatbuffers.O2g.103494,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:99786:ed230b59b5842c613a43f327618168f947f8da69,"call void @llvm.dbg.value(metadata %""class.flatbuffers::(anonymous namespace)::TextCodeGenerator""* %3, metadata !784837, metadata !DIExpression()), !dbg !784843",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_gen_go.cpp,0,,line_zero,project_source,cclyzerpp.flatbuffers.O2g.103540,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:99832:5ce377ef47b97c3a5e41a348552578c2f2f6a6b5,"call void @llvm.dbg.value(metadata %""class.flatbuffers::(anonymous namespace)::TextCodeGenerator""* %3, metadata !850699, metadata !DIExpression()), !dbg !850705",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_gen_java.cpp,0,,line_zero,project_source,cclyzerpp.flatbuffers.O2g.103586,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:99878:236cf4d11eb7c3b19433a422a36ad0ef0f39d6e2,"call void @llvm.dbg.value(metadata %""class.flatbuffers::(anonymous namespace)::TextCodeGenerator""* %3, metadata !925952, metadata !DIExpression()), !dbg !925958",,ok
flatbuffers,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_gen_ts.cpp,0,,line_zero,project_source,cclyzerpp.flatbuffers.O2g.103632,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,subset.callgraph.callgraph_edge:99924:976384424b12ee460c8c11a024ee62916c9196b7,"call void @llvm.dbg.value(metadata %""class.flatbuffers::(anonymous namespace)::TextCodeGenerator""* %3, metadata !1051620, metadata !DIExpression()), !dbg !1051626",,ok
flatbuffers,LineOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_namer.h,56,12,line_out_of_range,project_header,cclyzerpp.flatbuffers.O2g.109786,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,phi_instr:8680:7b94ca6306d820961273dc3b3e1a8633b3004f08,"to label %369 unwind label %489, !dbg !690341",,ok
flatbuffers,LineOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_namer.h,122,5,line_out_of_range,project_header,cclyzerpp.flatbuffers.O2g.111500,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,phi_instr:11257:21c1481e2a06cba0b22db4a499c49f8e85527543,"call void @llvm.lifetime.end.p0i8(i64 32, i8* nonnull %9448) #51, !dbg !964215, !noalias !964005",,ok
flatbuffers,LineOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_namer.h,67,12,line_out_of_range,project_header,cclyzerpp.flatbuffers.O2g.111547,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,phi_instr:11319:551cfbc6bcd3338d4c4cc34107511237db32c7a7,"to label %11122 unwind label %11215, !dbg !968824",,ok
flatbuffers,LineOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_namer.h,83,52,line_out_of_range,project_header,cclyzerpp.flatbuffers.O2g.111987,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,phi_instr:11931:19721f6132c1ea51f9d84befedb7ed04d1602a74,"%9146 = getelementptr inbounds void (%""class.std::__cxx11::basic_string""*, %""class.flatbuffers::Namer""*, %""class.std::__cxx11::basic_string""*)*, void (%""class.std::__cxx11::basic_string""*, %""class.flatbuffers::Namer""*, %""class.std::__cxx11::basic_string""*)** %9145, i64 16, !dbg !1024585",,ok
flatbuffers,LineOutOfRange,/home/jimi/PaperExperiment/CompilerOptimization/Target/flatbuffers/src/idl_namer.h,45,58,line_out_of_range,project_header,cclyzerpp.flatbuffers.O2g.112039,/home/jimi/PaperExperiment/CompilerOptimization/Result/flatbuffers/cclyzerpp/LLVM14-O2-g/run_20260427_132609_flatbuffers_flatc_O2_g/ValueCases/all_cases.csv,phi_instr:11995:3e5c60d49b1d500adb6d1217077e2e73ffcd0f54,"%10819 = load void (%""class.std::__cxx11::basic_string""*, %""class.flatbuffers::Namer""*, %""class.std::__cxx11::basic_string""*)*, void (%""class.std::__cxx11::basic_string""*, %""class.flatbuffers::Namer""*, %""class.std::__cxx11::basic_string""*)** %10818, align 8, !dbg !1029148, !noalias !1029149",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/common.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.000002,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.var_points_to:5619:6af799d631caf9125a768b12d50bafaf3a1688e2,"call void @llvm.dbg.value(metadata i8* %101, metadata !7121, metadata !DIExpression()), !dbg !7157",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/sndfile.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.000008,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.var_points_to:47827:fb6bf7522d4317b4224781769aeec064a5001cdc,"%64 = phi i8* [ getelementptr inbounds ([256 x i8], [256 x i8]* @sf_syserr, i64 0, i64 0), %3 ], [ getelementptr inbounds ([32 x i8], [32 x i8]* @.str.9.435, i64 0, i64 0), %9 ], [ %18, %17 ], [ getelementptr inbounds ([69 x i8], [69 x i8]* @.str.7.348, i64 0, i64 0), %28 ], [ getelementptr inbounds ([10 x i8], [10 x i8]* @.str.20.349, i64 0, i64 0), %21 ], [ %62, %58 ], [ getelementptr inbounds ([69 x i8], [69 x i8]* @.str.7.348, i64 0, i64 0), %55 ], !dbg !38401",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/wavlike.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.000010,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.var_points_to:72655:2a8896cb4515cea696d032fba00c65bf8fdd51ec,"%44 = phi i8* [ %36, %34 ], [ getelementptr inbounds ([15 x i8], [15 x i8]* @.str.69.1113, i64 0, i64 0), %13 ], [ getelementptr inbounds ([15 x i8], [15 x i8]* @.str.69.1113, i64 0, i64 0), %37 ], !dbg !61871",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/aiff.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.000013,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.var_points_to:61636:6f8da010112f6b316390a25801141687e46837ba,"call void @llvm.dbg.value(metadata i32 24, metadata !43661, metadata !DIExpression()), !dbg !43676",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/au.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.000015,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.var_points_to:62529:99a4c76d4d7fae952c7909892096d60faf436b78,"%66 = getelementptr inbounds %struct.sf_private_tag.107, %struct.sf_private_tag.107* %0, i64 0, i32 18, i32 2, !dbg !44854",,ok
libsndfile,LineZero,/home/jimi/PaperExperiment/CompilerOptimization/Target/libsndfile/src/file_io.c,0,,line_zero,project_source,cclyzerpp.libsndfile.O2g.000017,/home/jimi/PaperExperiment/CompilerOptimization/Result/libsndfile/cclyzerpp/LLVM14-O2-g/run_20260427_132609_libsndfile_sndfile_convert_O2_g/ValueCases/all_cases.csv,subset.var_points_to:22506:bc24f8ec5b8bb45640810b769e0cee006072c8f4,"call void @llvm.dbg.value(metadata i64 %28, metadata !11353, metadata !DIExpression()), !dbg !11356",,ok
