case_id,source_mode,file,line,column,message,bitcode_snippet,log_file
13,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/massip-rangesv4.c,804,46,Possible read of undefined value at,"%148 = shufflevector <4 x i32> %146, <4 x i32> poison, <2 x i32> <i32 0, i32 2>, !dbg !15715",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
14,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/massip-rangesv4.c,804,46,Possible read of undefined value at,"%149 = shufflevector <4 x i32> %147, <4 x i32> poison, <2 x i32> <i32 0, i32 2>, !dbg !15715",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
15,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/massip-rangesv4.c,804,46,Possible read of undefined value at,"%150 = shufflevector <4 x i32> %146, <4 x i32> poison, <2 x i32> <i32 1, i32 3>, !dbg !15715",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
16,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/massip-rangesv4.c,804,46,Possible read of undefined value at,"%151 = shufflevector <4 x i32> %147, <4 x i32> poison, <2 x i32> <i32 1, i32 3>, !dbg !15715",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
17,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%36 = shufflevector <8 x i32> %34, <8 x i32> poison, <4 x i32> <i32 0, i32 2, i32 4, i32 6>, !dbg !15604",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
18,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%37 = shufflevector <8 x i32> %35, <8 x i32> poison, <4 x i32> <i32 0, i32 2, i32 4, i32 6>, !dbg !15604",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
19,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%38 = shufflevector <8 x i32> %34, <8 x i32> poison, <4 x i32> <i32 1, i32 3, i32 5, i32 7>, !dbg !15604",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
20,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%39 = shufflevector <8 x i32> %35, <8 x i32> poison, <4 x i32> <i32 1, i32 3, i32 5, i32 7>, !dbg !15604",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
21,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%142 = shufflevector <8 x i32> %140, <8 x i32> poison, <4 x i32> <i32 0, i32 2, i32 4, i32 6>, !dbg !15668",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
22,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%143 = shufflevector <8 x i32> %141, <8 x i32> poison, <4 x i32> <i32 0, i32 2, i32 4, i32 6>, !dbg !15668",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
23,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%144 = shufflevector <8 x i32> %140, <8 x i32> poison, <4 x i32> <i32 1, i32 3, i32 5, i32 7>, !dbg !15668",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
24,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%145 = shufflevector <8 x i32> %141, <8 x i32> poison, <4 x i32> <i32 1, i32 3, i32 5, i32 7>, !dbg !15668",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
25,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%264 = shufflevector <8 x i32> %262, <8 x i32> poison, <4 x i32> <i32 0, i32 2, i32 4, i32 6>, !dbg !15712",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
26,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%265 = shufflevector <8 x i32> %263, <8 x i32> poison, <4 x i32> <i32 0, i32 2, i32 4, i32 6>, !dbg !15712",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
27,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%266 = shufflevector <8 x i32> %262, <8 x i32> poison, <4 x i32> <i32 1, i32 3, i32 5, i32 7>, !dbg !15712",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
28,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%267 = shufflevector <8 x i32> %263, <8 x i32> poison, <4 x i32> <i32 1, i32 3, i32 5, i32 7>, !dbg !15712",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
29,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%386 = shufflevector <8 x i32> %384, <8 x i32> poison, <4 x i32> <i32 0, i32 2, i32 4, i32 6>, !dbg !15756",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
30,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%387 = shufflevector <8 x i32> %385, <8 x i32> poison, <4 x i32> <i32 0, i32 2, i32 4, i32 6>, !dbg !15756",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
31,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%388 = shufflevector <8 x i32> %384, <8 x i32> poison, <4 x i32> <i32 1, i32 3, i32 5, i32 7>, !dbg !15756",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
32,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/out-grepable.c,21,26,Possible read of undefined value at,"%389 = shufflevector <8 x i32> %385, <8 x i32> poison, <4 x i32> <i32 1, i32 3, i32 5, i32 7>, !dbg !15756",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
33,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/output.c,116,11,Possible read of undefined value at,"%4 = insertelement <8 x i32> poison, i32 %0, i64 0, !dbg !15541",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
34,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/output.c,116,11,Possible read of undefined value at,"%5 = shufflevector <8 x i32> %4, <8 x i32> poison, <8 x i32> zeroinitializer, !dbg !15541",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
35,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-preprocess.c,114,34,Possible read of undefined value at,"%80 = insertelement <2 x i8*> poison, i8* %33, i64 0, !dbg !15722",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
36,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-preprocess.c,114,34,Possible read of undefined value at,"%81 = shufflevector <2 x i8*> %80, <2 x i8*> poison, <2 x i32> zeroinitializer, !dbg !15722",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
37,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-preprocess.c,371,38,Possible read of undefined value at,"%638 = insertelement <2 x i8*> poison, i8* %689, i64 0, !dbg !16188",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
38,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-preprocess.c,371,38,Possible read of undefined value at,"%639 = shufflevector <2 x i8*> %638, <2 x i8*> poison, <2 x i32> zeroinitializer, !dbg !16188",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
39,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-preprocess.c,375,38,Possible read of undefined value at,"%645 = insertelement <2 x i8*> poison, i8* %689, i64 0, !dbg !16194",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
40,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-preprocess.c,375,38,Possible read of undefined value at,"%646 = shufflevector <2 x i8*> %645, <2 x i8*> poison, <2 x i32> zeroinitializer, !dbg !16194",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
41,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-preprocess.c,381,38,Possible read of undefined value at,"%651 = insertelement <2 x i8*> poison, i8* %689, i64 0, !dbg !16199",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
42,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-preprocess.c,381,38,Possible read of undefined value at,"%652 = shufflevector <2 x i8*> %651, <2 x i8*> poison, <2 x i32> zeroinitializer, !dbg !16199",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
43,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-smb.c,833,5,Possible read of undefined value at,"%466 = insertelement <4 x i32> poison, i32 %450, i64 0, !dbg !15942",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
44,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-smb.c,833,5,Possible read of undefined value at,"%467 = shufflevector <4 x i32> %466, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !15942",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
45,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-smb.c,833,5,Possible read of undefined value at,"%504 = insertelement <4 x i32> poison, i32 %450, i64 0, !dbg !15942",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
46,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-smb.c,833,5,Possible read of undefined value at,"%505 = shufflevector <4 x i32> %504, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !15942",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
47,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-smb.c,833,5,Possible read of undefined value at,"%508 = insertelement <4 x i32> poison, i32 %450, i64 0, !dbg !15942",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
48,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/proto-smb.c,833,5,Possible read of undefined value at,"%509 = shufflevector <4 x i32> %508, <4 x i32> poison, <4 x i32> zeroinitializer, !dbg !15942",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
49,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/rawsock.c,896,15,Possible read of undefined value at,"%29 = call %struct.Adapter* @rawsock_init_adapter(i8* noundef nonnull %27, i32 noundef 0, i32 undef, i32 noundef 0, i32 noundef 0, i8* undef, i32 noundef 0, i32 noundef 0), !dbg !15608",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
50,smc_typeoff,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/rawsock.c,896,15,Possible read of undefined value at,"%29 = call %struct.Adapter* @rawsock_init_adapter(i8* noundef nonnull %27, i32 noundef 0, i32 undef, i32 noundef 0, i32 noundef 0, i8* undef, i32 noundef 0, i32 noundef 0), !dbg !15608",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
51,smc_typeon,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/main-ptrace.c,89,36,Possible read of undefined value at,"%86 = insertelement <8 x i32> poison, i32 %85, i64 0, !dbg !15727",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
52,smc_typeon,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/main-ptrace.c,89,36,Possible read of undefined value at,"%87 = shufflevector <8 x i32> %86, <8 x i32> poison, <8 x i32> zeroinitializer, !dbg !15727",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
53,smc_typeon,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/main.c,1196,28,Possible read of undefined value at,"%185 = shufflevector <4 x i32> %184, <4 x i32> poison, <2 x i32> <i32 0, i32 2>, !dbg !15907",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
54,smc_typeon,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/main.c,1196,28,Possible read of undefined value at,"%186 = shufflevector <4 x i32> %184, <4 x i32> poison, <2 x i32> <i32 1, i32 3>, !dbg !15907",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
55,smc_typeon,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/main.c,1196,28,Possible read of undefined value at,"%199 = shufflevector <4 x i32> %198, <4 x i32> poison, <2 x i32> <i32 0, i32 2>, !dbg !15907",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
56,smc_typeon,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/main.c,1196,28,Possible read of undefined value at,"%200 = shufflevector <4 x i32> %198, <4 x i32> poison, <2 x i32> <i32 1, i32 3>, !dbg !15907",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
57,smc_typeon,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/main.c,1196,28,Possible read of undefined value at,"%219 = shufflevector <4 x i32> %218, <4 x i32> poison, <2 x i32> <i32 0, i32 2>, !dbg !15907",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
58,smc_typeon,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/main.c,1196,28,Possible read of undefined value at,"%220 = shufflevector <4 x i32> %218, <4 x i32> poison, <2 x i32> <i32 1, i32 3>, !dbg !15907",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
59,smc_typeon,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/massip-rangesv4.c,804,46,Possible read of undefined value at,"%25 = shufflevector <4 x i32> %23, <4 x i32> poison, <2 x i32> <i32 0, i32 2>, !dbg !15554",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
60,smc_typeon,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/massip-rangesv4.c,804,46,Possible read of undefined value at,"%26 = shufflevector <4 x i32> %24, <4 x i32> poison, <2 x i32> <i32 0, i32 2>, !dbg !15554",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
61,smc_typeon,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/massip-rangesv4.c,804,46,Possible read of undefined value at,"%27 = shufflevector <4 x i32> %23, <4 x i32> poison, <2 x i32> <i32 1, i32 3>, !dbg !15554",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
62,smc_typeon,CompilerOptimization/CompilerResult/masscan/LLVM14-O2-g/work/masscan-src/src/massip-rangesv4.c,804,46,Possible read of undefined value at,"%28 = shufflevector <4 x i32> %24, <4 x i32> poison, <2 x i32> <i32 1, i32 3>, !dbg !15554",/home/jimi/PaperExperiment/CompilerOptimization/Result/masscan/seahorn/seahorn-O2-g/result/run_20260322_103404_fixed_fullmatrix/log/sea.smc.stats.typeon.stderr.log
