file,has_O2,has_g,has_O3
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/audio_detect.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ima_oki_adpcm.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/alac.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/chunk.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ogg.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/chanmap.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/id3.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/sndfile.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/aiff.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/au.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/avr.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/caf.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/dwd.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/flac.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/g72x.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/htk.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ircam.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/macos.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/mat4.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/mat5.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/nist.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/paf.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/pvf.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/raw.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/rx2.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/sd2.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/sds.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/svx.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/txw.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/voc.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/wve.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/w64.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/wavlike.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/wav.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/xi.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/mpc2k.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/rf64.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ogg_vorbis.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ogg_speex.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ogg_pcm.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ogg_opus.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ogg_vcomment.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/nms_adpcm.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/mpeg.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/mpeg_decode.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/mpeg_l3_encode.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/add.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/code.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/decode.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/gsm_create.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/gsm_decode.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/gsm_destroy.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/gsm_encode.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/gsm_option.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/long_term.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/lpc.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/preprocess.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/rpe.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/short_term.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/GSM610/table.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/G72x/g721.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/G72x/g723_16.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/G72x/g723_24.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/G72x/g723_40.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/G72x/g72x.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ALAC/ALACBitUtilities.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ALAC/ag_dec.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ALAC/ag_enc.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ALAC/dp_dec.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ALAC/dp_enc.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ALAC/matrix_dec.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ALAC/matrix_enc.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ALAC/alac_decoder.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/src/ALAC/alac_encoder.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/programs/sndfile-convert.c,1,1,0
/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/libsndfile/LLVM13-O2-g/work/libsndfile-src/programs/common.c,1,1,0
