case_id,source_mode,file,line,column,message,bitcode_snippet,log_file
30,smc_typeoff,Target/lepton/src/lepton/idct.cc,179,12,Possible read of undefined value at,"%679 = shufflevector <16 x i8> %678, <16 x i8> poison, <16 x i32> <i32 0, i32 1, i32 4, i32 5, i32 8, i32 9, i32 12, i32 13, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef>, !dbg !29473",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
31,smc_typeoff,Target/lepton/src/lepton/idct.cc,179,12,Possible read of undefined value at,"%685 = shufflevector <16 x i8> %684, <16 x i8> poison, <16 x i32> <i32 0, i32 1, i32 4, i32 5, i32 8, i32 9, i32 12, i32 13, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef>, !dbg !29478",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
32,smc_typeoff,Target/lepton/src/lepton/uncompressed_components.hh,72,76,Possible read of undefined value at,"%52 = insertelement <4 x i32> poison, i32 %48, i64 0, !dbg !29250",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
33,smc_typeoff,Target/lepton/src/lepton/uncompressed_components.hh,72,76,Possible read of undefined value at,"%60 = insertelement <4 x i32> poison, i32 %56, i64 0, !dbg !29250",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
34,smc_typeoff,Target/lepton/src/lepton/uncompressed_components.hh,72,76,Possible read of undefined value at,"%147 = insertelement <4 x i32> poison, i32 %143, i64 0, !dbg !29543",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
35,smc_typeoff,Target/lepton/src/lepton/uncompressed_components.hh,72,76,Possible read of undefined value at,"%155 = insertelement <4 x i32> poison, i32 %151, i64 0, !dbg !29543",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
36,smc_typeoff,Target/lepton/src/lepton/vp8_encoder.cc,183,18,Possible read of undefined value at,"%32 = shufflevector <8 x i16> %31, <8 x i16> poison, <8 x i32> <i32 1, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef, i32 undef>, !dbg !29158",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
37,smc_typeoff,Target/lepton/src/vp8/util/billing.cc,63,16,Possible read of undefined value at,"%66 = insertelement <2 x i64> poison, i64 %65, i64 0, !dbg !29221",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
38,smc_typeoff,Target/lepton/src/vp8/util/billing.cc,65,11,Possible read of undefined value at,"%69 = shufflevector <2 x double> %68, <2 x double> poison, <2 x i32> <i32 1, i32 undef>, !dbg !29222",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
39,smc_typeoff,Target/lepton/src/vp8/util/block_context.hh,57,20,Possible read of undefined value at,"%424 = shufflevector <8 x i16> %423, <8 x i16> poison, <8 x i32> zeroinitializer, !dbg !30043",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
40,smc_typeoff,Target/lepton/src/vp8/util/block_context.hh,70,27,Possible read of undefined value at,"%446 = insertelement <8 x i16> undef, i16 %445, i64 0, !dbg !30072",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
41,smc_typeoff,Target/lepton/src/vp8/util/block_context.hh,71,28,Possible read of undefined value at,"%470 = insertelement <8 x i16> undef, i16 %469, i64 0, !dbg !30081",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
42,smc_typeoff,Target/lepton/src/vp8/model/model.hh,705,46,Possible read of undefined value at,"%77 = insertelement <8 x i16> undef, i16 %76, i64 0, !dbg !29299",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
43,smc_typeoff,Target/lepton/src/vp8/model/model.hh,714,54,Possible read of undefined value at,"%101 = insertelement <8 x i16> undef, i16 %100, i64 0, !dbg !29308",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
44,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1025,9,Possible read of undefined value at,"%79 = insertelement <4 x i32> undef, i32 %78, i64 0, !dbg !29154",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
45,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1026,9,Possible read of undefined value at,"%130 = insertelement <4 x i32> undef, i32 %129, i64 0, !dbg !29360",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
46,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1026,9,Possible read of undefined value at,"%146 = insertelement <4 x i32> undef, i32 %145, i64 0, !dbg !29360",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
47,smc_typeoff,Target/lepton/src/vp8/model/model.hh,949,15,Possible read of undefined value at,"%168 = shufflevector <4 x i32> %167, <4 x i32> poison, <4 x i32> <i32 1, i32 undef, i32 undef, i32 undef>, !dbg !29501",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
48,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1010,9,Possible read of undefined value at,"%81 = insertelement <4 x i32> undef, i32 %80, i64 0, !dbg !29161",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
49,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1011,9,Possible read of undefined value at,"%132 = insertelement <4 x i32> undef, i32 %131, i64 0, !dbg !29373",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
50,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1011,9,Possible read of undefined value at,"%148 = insertelement <4 x i32> undef, i32 %147, i64 0, !dbg !29373",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
51,smc_typeoff,Target/lepton/src/vp8/model/model.hh,949,15,Possible read of undefined value at,"%171 = shufflevector <4 x i32> %170, <4 x i32> poison, <4 x i32> <i32 1, i32 undef, i32 undef, i32 undef>, !dbg !29521",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
52,smc_typeoff,Target/lepton/src/vp8/util/block_context.hh,57,20,Possible read of undefined value at,"%424 = shufflevector <8 x i16> %423, <8 x i16> poison, <8 x i32> zeroinitializer, !dbg !30043",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
53,smc_typeoff,Target/lepton/src/vp8/util/block_context.hh,70,27,Possible read of undefined value at,"%446 = insertelement <8 x i16> undef, i16 %445, i64 0, !dbg !30072",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
54,smc_typeoff,Target/lepton/src/vp8/util/block_context.hh,71,28,Possible read of undefined value at,"%470 = insertelement <8 x i16> undef, i16 %469, i64 0, !dbg !30081",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
55,smc_typeoff,Target/lepton/src/vp8/util/block_context.hh,75,20,Possible read of undefined value at,"%487 = shufflevector <8 x i16> %486, <8 x i16> poison, <8 x i32> zeroinitializer, !dbg !30087",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
56,smc_typeoff,Target/lepton/src/vp8/model/model.hh,705,46,Possible read of undefined value at,"%77 = insertelement <8 x i16> undef, i16 %76, i64 0, !dbg !29299",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
57,smc_typeoff,Target/lepton/src/vp8/model/model.hh,714,54,Possible read of undefined value at,"%101 = insertelement <8 x i16> undef, i16 %100, i64 0, !dbg !29308",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
58,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1025,9,Possible read of undefined value at,"%79 = insertelement <4 x i32> undef, i32 %78, i64 0, !dbg !29154",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
59,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1026,9,Possible read of undefined value at,"%130 = insertelement <4 x i32> undef, i32 %129, i64 0, !dbg !29360",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
60,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1026,9,Possible read of undefined value at,"%146 = insertelement <4 x i32> undef, i32 %145, i64 0, !dbg !29360",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
61,smc_typeoff,Target/lepton/src/vp8/model/model.hh,949,15,Possible read of undefined value at,"%168 = shufflevector <4 x i32> %167, <4 x i32> poison, <4 x i32> <i32 1, i32 undef, i32 undef, i32 undef>, !dbg !29501",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
62,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1010,9,Possible read of undefined value at,"%81 = insertelement <4 x i32> undef, i32 %80, i64 0, !dbg !29161",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
63,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1011,9,Possible read of undefined value at,"%132 = insertelement <4 x i32> undef, i32 %131, i64 0, !dbg !29373",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
64,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1011,9,Possible read of undefined value at,"%148 = insertelement <4 x i32> undef, i32 %147, i64 0, !dbg !29373",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
65,smc_typeoff,Target/lepton/src/vp8/model/model.hh,949,15,Possible read of undefined value at,"%171 = shufflevector <4 x i32> %170, <4 x i32> poison, <4 x i32> <i32 1, i32 undef, i32 undef, i32 undef>, !dbg !29521",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
66,smc_typeoff,Target/lepton/src/vp8/util/block_context.hh,57,20,Possible read of undefined value at,"%424 = shufflevector <8 x i16> %423, <8 x i16> poison, <8 x i32> zeroinitializer, !dbg !30043",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
67,smc_typeoff,Target/lepton/src/vp8/util/block_context.hh,70,27,Possible read of undefined value at,"%446 = insertelement <8 x i16> undef, i16 %445, i64 0, !dbg !30072",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
68,smc_typeoff,Target/lepton/src/vp8/util/block_context.hh,71,28,Possible read of undefined value at,"%470 = insertelement <8 x i16> undef, i16 %469, i64 0, !dbg !30081",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
69,smc_typeoff,Target/lepton/src/vp8/util/block_context.hh,75,20,Possible read of undefined value at,"%487 = shufflevector <8 x i16> %486, <8 x i16> poison, <8 x i32> zeroinitializer, !dbg !30087",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
70,smc_typeoff,Target/lepton/src/vp8/model/model.hh,705,46,Possible read of undefined value at,"%77 = insertelement <8 x i16> undef, i16 %76, i64 0, !dbg !29299",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
71,smc_typeoff,Target/lepton/src/vp8/model/model.hh,714,54,Possible read of undefined value at,"%101 = insertelement <8 x i16> undef, i16 %100, i64 0, !dbg !29308",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
72,smc_typeoff,Target/lepton/src/vp8/model/model.hh,1025,9,Possible read of undefined value at,"%79 = insertelement <4 x i32> undef, i32 %78, i64 0, !dbg !29154",/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.smc.stats.typeoff.stderr.log
