step,name,warning
04,smack_translate,src/zopfli/blocksplitter.c:132:3: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/blocksplitter.c:136:7: SMACK warning: overapproximating bitwise operation xor (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/blocksplitter.c:136:7: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/blocksplitter.c:161:9: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/blocksplitter.c:161:9: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:598:36: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:586:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:587:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:0:0: SMACK warning: overapproximating floating-point operation fadd (can lead to false alarms); try adding all the flag(s) in: { --float }
04,smack_translate,src/zopfli/deflate.c:608:1: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:608:1: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:586:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:587:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:598:36: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:414:5: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:415:5: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:387:27: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:387:27: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:387:27: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:227:10: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:227:10: SMACK warning: overapproximating bitwise operation ashr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:419:3: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:419:3: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:0:0: SMACK warning: overapproximating floating-point operation fadd (can lead to false alarms); try adding all the flag(s) in: { --float }
04,smack_translate,src/zopfli/deflate.c:608:1: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:608:1: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/symbols.h:227:10: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:227:10: SMACK warning: overapproximating bitwise operation ashr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:572:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:573:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:529:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:530:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:531:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:532:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:387:27: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:387:27: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:387:27: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:227:10: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:227:10: SMACK warning: overapproximating bitwise operation ashr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:387:27: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:387:27: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:387:27: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:227:10: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:227:10: SMACK warning: overapproximating bitwise operation ashr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:554:17: SMACK warning: overapproximating floating-point operation fadd (can lead to false alarms); try adding all the flag(s) in: { --float }
04,smack_translate,src/zopfli/deflate.c:554:40: SMACK warning: overapproximating floating-point operation fadd (can lead to false alarms); try adding all the flag(s) in: { --float }
04,smack_translate,src/zopfli/deflate.c:560:1: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:560:1: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:560:1: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:560:1: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:582:1: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:582:1: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/symbols.h:227:10: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:227:10: SMACK warning: overapproximating bitwise operation ashr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:227:10: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:227:10: SMACK warning: overapproximating bitwise operation ashr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:175:35: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:175:35: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:175:35: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:175:35: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:175:35: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:175:35: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:173:30: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:181:34: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:205:7: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/lz77.c:206:7: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/lz77.c:173:30: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:209:39: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/lz77.c:215:5: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/lz77.c:215:5: SMACK warning: approximating llvm.lifetime.end.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/symbols.h:93:19: SMACK warning: overapproximating call to llvm.ctlz.i32 (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:94:25: SMACK warning: overapproximating bitwise operation lshr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:94:37: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:95:14: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:95:18: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/symbols.h:95:18: SMACK warning: overapproximating bitwise operation xor (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:452:48: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:463:9: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:463:9: SMACK warning: overapproximating bitwise operation lshr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:463:9: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:463:9: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:463:33: SMACK warning: overapproximating bitwise operation xor (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:463:33: SMACK warning: overapproximating bitwise operation xor (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:464:30: SMACK warning: overapproximating bitwise operation xor (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:486:35: SMACK warning: overapproximating bitwise operation lshr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:492:9: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:492:9: SMACK warning: overapproximating bitwise operation lshr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:492:9: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:492:9: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:492:33: SMACK warning: overapproximating bitwise operation xor (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:492:33: SMACK warning: overapproximating bitwise operation xor (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:495:24: SMACK warning: overapproximating bitwise operation xor (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:504:53: SMACK warning: overapproximating bitwise operation lshr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:121:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:122:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:123:3: SMACK warning: approximating llvm.lifetime.start.p0i8 (can lead to both false alarms and missed detections);
04,smack_translate,src/zopfli/deflate.c:0:0: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:158:13: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:158:13: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:159:13: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:159:13: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:169:13: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:169:13: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:170:13: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:170:13: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:183:9: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:183:9: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:184:9: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:184:9: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:189:11: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:189:11: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:190:11: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:190:11: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:201:9: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:201:9: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:202:9: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:202:9: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:50:28: SMACK warning: overapproximating bitwise operation lshr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:50:34: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:51:19: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:51:19: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:52:33: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:52:26: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:53:21: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:50:28: SMACK warning: overapproximating bitwise operation lshr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:50:34: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:51:19: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:51:19: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:52:33: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:52:26: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:53:21: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:50:28: SMACK warning: overapproximating bitwise operation lshr (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:50:34: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:51:19: SMACK warning: overapproximating call to llvm.ctpop.i64 (can lead to false alarms); try adding any flag(s) in: { --integer-encoding=bit-vector --rewrite-bitwise-ops }
04,smack_translate,src/zopfli/deflate.c:51:19: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:52:33: SMACK warning: overapproximating bitwise operation shl (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:52:26: SMACK warning: overapproximating bitwise operation or (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
04,smack_translate,src/zopfli/deflate.c:53:21: SMACK warning: overapproximating bitwise operation and (can lead to false alarms); try adding all the flag(s) in: { --integer-encoding=bit-vector }
